sentence,true_label,predicted_label,source
"Subsea cable operator , Seacom , announced on Twitter today ( 20 October 2011 ) that they have restored services to all customers using alternate routes , following an outage that was initially expected to take 12 days to repair . ""The vessel has received the master permit for this repair ; operational permits are being finalized and should be received prior to arrival on the repair ground , "" Seacom said .",1,0,esl2
"On Friday , 36 - year - old Duncan Rait died after slipping and falling about 200ft from a ridge near the Tasman Glacier . He ’ d been dropped off by helicopter with a group and was walking to a hut when he fell , sliding down a steep slope and over a cliff .",0,1,esl2
The fothfun mechanism thus leads to less cooperation than in the baseline case with no punishment if the detrimental effect of retaliatory punishment is greater than the positive norm-enforcing effect of punishment.,1,0,Ssc
Our data  indicate that objective measurements of physical function (GS and CRF) are strongly  and independently associated with lower HF incidence.,1,0,Haber
"The SEACOM undersea cable , which provides a data link between South Africa , Europe and India , experienced downtime beginning on Saturday 8 October 2011 , caused by a problem on a cable between Abu Talat ( Egypt ) and Marseilles ( France ) .",1,0,esl2
"Buffy Summers has just moved to Sunnydale after burning down her old school 's gym , and hopes to escape her Slayer duties .",1,0,altlex
"The greater part of the extra life years was in terms of “disease-free” years, though a healthy lifestyle was also associated with extra years lived after a CVD event.",1,0,Haber
"In postmenopausal women, higher habitual physical activity while participating in aerobic training was associated with greater reductions in central adiposity, and was supportive of weight loss compared to lower levels.",1,0,Haber
The ATM malfunction caused a rush on the ATM machine until the police sealed off the area .,1,0,semeval
"Saosin shook himself off , coughing from inhaling the smoke , and then stood up in an awkward fashion .",1,0,semeval
Continued treatment for lupus may boost survival of those patients with end stage kidney disease,1,0,Press_Release
"TRIAL REGISTRATION: KCSG BR13-11; ClinicalTrials.gov, NCT02263495.",0,1,Pubmed data.csv
"The police source , who wished to remain anonymous , said the men drove a large four - by - four car into the store in the early hours of the morning and grabbed jewellery and luxury watches worth an estimated two million euros .",1,0,esl2
The non-food operations accounted for about 27 % of Provigo's 7.38 billion Canadian dollars ( US $ 6.3 billion ) in sales in the latest fiscal year.,0,1,ctb
Previous research has shown that behavior aligns with self-interest only when self-interest is salient.,1,0,Ssc
"He preserved the working ranches of the west , while achieving an expansion of the ranch ' s value through development and management of the recreational ecosystem within the ranch .",1,0,semeval
"Despite a 50% decline, osteoporotic fractures still have a significant impact on mortality.",1,0,Haber
"The extremist party recently took a surprising 13 percent of the vote in elections in a depressed eastern German state, and hopes to win its first seats in the federal parliament this September.",0,1,ctb
"“ The “ Mean Girls ” star fooled an L . A Superior Court judge , a Santa Monica prosecutor and apparently her own lawyer , by pretending to check into a rehabilitation facility , but chickening out when she got there . Unfortunately , Morningside is unlicensed and photogs snapped her shopping for gadgets at the very moment of her alleged check in .",1,0,esl2
"""This study provides cross-sectional data confirming the existence of the IRS in native Hawaiians.""",0,1,Pubmed data.csv
"A possible transformation of material payoffs into an internal subjective game through the use of information about themselves, their group members, and the incentives of the repeated game may induce cooperative behaviour as a rational strategy in a collective-action setting.",1,0,Ssc
Discharge against medical advice is associated with over twice the odds of all-cause unplanned 30-day readmission compared with routine discharge,1,0,Haber
Severe maternal hearing loss is associated with significantly increased adolescent distress,0,1,Haber
Genetic mismatch of non-HLA haplotypes coding for transmembrane or secreted proteins is associated with an increased risk of functional graft loss independently of HLA incompatibility,1,0,Haber
"Selfish players may choose to reveal private information through costless and non-binding communication or cheap talk; such revelation can lead to efficiency gains, as shown by Crawford and Sobel (1982).",1,0,Ssc
Lack of sleep is linked to obesity  new evidence shows,1,0,Press_Release
"Coast earned $ 10.2 million, or 67 cents a share, in the year-ago quarter. The year-ago results have been restated to comply with government regulations.",0,1,ctb
There are serious legal concerns in relation to cases of this kind and these are the factors we have to bear in mind when deciding what we publish or broadcast .,0,1,semeval
"Ibrutinib was associated with a high frequency of durable remissions in patients with relapsed or refractory CLL and small lymphocytic lymphoma, including patients with high-risk genetic lesions.",0,1,Haber
"Over the 13-year period, the rise in opioid use paralleled a 50% increase in the incidence of acute cardiac events among mothers.",1,0,Haber
