sentence,True Label,Predicted Label,source
Low blood pressure was independently associated with depressive symptoms in both older subjects who were treated for hypertension and those who were not.,non-causal,causal,Haber
"The US military buildup in the Persian gulf continues apace, more planes headed from the united states and senior officials say Iraq's president Saddam Hussein can expect punishing air strikes to continue well into the future if he doesn't stop building biological and chemical weapons.",non-causal,causal,ctb
"In the standard symmetric independent private values model in which ω i (d i ) = 0, Myerson's (1981) revenue equivalence result shows that, given that the charity never keeps the prize, it maximizes its revenue if it always allocates the prize to the donor with the highest marginal revenue.",non-causal,causal,Ssc
"Furthermore , the increased `` county business '' could not be handled by the Quarter Sessions , nor was it appropriate to do so .",non-causal,causal,altlex
"After the drug leaves the brain , the user may experience a ""coke crash"" that causes the user to feel depressed and irritable",non-causal,causal,semeval
Barrages make use of the potential energy in the difference in height (or head) between high and low tides .,non-causal,causal,semeval
Unisys posted a $ 648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround. But some analysts wonder how strong the recovery will be.,non-causal,causal,ctb
Worker bees eating ordinary honey live only four to six weeks .,non-causal,causal,semeval
"Family doctors can take more than a month to record ovarian cancer, once diagnosed by a specialist, in one in 10 cases, indicates research published in the launch issue of the new online journal BMJ Open.",non-causal,causal,Press Release
Larger studies are needed to determine the effectiveness of angioplasty in patients with end-stage liver disease (ESLD).,non-causal,causal,Press Release
"More important , these changes improved the users ' experience of the software .",non-causal,causal,semeval
"The banks , in order to employ the government deposits , gave unusual accommodation to their customers , until , moving in a circle of fallacies , the whole colony dreamed of growing rich by selling to each other land which produced nothing .",non-causal,causal,semeval
The brothers wrote this movie after coming up with the characters .,non-causal,causal,semeval
Rhode Island Hospital finds lack of testing for Legionella,non-causal,causal,Press Release
A firebomb attack on a bank in Greece killed at least three people today as police fought pitched battles with striking protesters furious at brutal budget cuts designed to avoid national bankruptcy . Police said two women and one man died at a branch of the Marfin bank which caught fire after hooded youths broke a window and hurled petrol bombs inside .,non-causal,causal,esl2
Additional studies are needed to clarify the mechanisms and possible concomitant factors underlying the obesity paradox in NSCLC.,non-causal,causal,Pubmed
"Chargers defensive tackle Jamal Williams was arrested on suspicion of drunken driving , the team's second such arrest in less than a month . Williams was pulled over for speeding early Sunday on a freeway outside downtown , the California Highway Patrol said .",non-causal,causal,esl2
"On October 28 , 2003 , a worker was using a hammer to tap the arms of a truck ' s cabstand into a vertical position when the cabstand ' s arms collapsed in an unintended opposite direction causing the cab to slide off the stand onto the worker ' s arm .",non-causal,causal,semeval
A study led by researchers at the Perelman School of Medicine at the University of Pennsylvania and Boston University School of Medicine has found that nearly one quarter of patients may return to the emergency department within 30 days of being discharged from a hospitalization.,non-causal,causal,Press Release
"The risk of hypertension associated with a combination of low birth weight at term and unhealthy lifestyle factors (RR, 1.95; 95 % CI, 1.83–2.07) was more than the addition of the risk associated with each individual factor, indicating a significant interaction on an additive scale (P interaction <0.001).",non-causal,causal,Haber
Patients with both pelvic and acetabular fractures that require surgical treatment should be counseled that their risk for infection may be higher.,non-causal,causal,Pubmed
"Kennedy had earlier claimed he would order an attack on such sites if fired upon , but he decided to not act unless another attack was made .",non-causal,causal,altlex
A woman diagnosed with breast cancer today joins a huge sisterhood of cancer survivors ready to help her along the way to recovery .,non-causal,causal,semeval
Earlier diagnosis and treatment of patients with FH are needed to reduce CHD risk in these patients.,non-causal,causal,Pubmed
"As a typical case , the slow motion of a swarm of particles in a viscous fluid was studied both theoretically and experimentally .",non-causal,causal,semeval
This personal alarm combines two great deterrents to attack- a loud alarm and flashing light .,non-causal,causal,semeval
"The risk of dengue was higher in rural than in urban areas, largely explained by lack of piped water supply, and in human population densities more often falling within the critical range.",non-causal,causal,Haber
"Of 180 patients in this study in whom a reference committee later identified coronary heart disease (CHD), 37% had originally been misdiagnosed by their family doctors as not having CHD (""false negative"").",non-causal,causal,Press Release
"The prerogative of Reason lies very low , perpetually overpowered by the rabble of appetites , passions , and opinions .",non-causal,causal,semeval
The risk of MI in women is associated with DNA methylation marks at specific loci previously shown to be sensitive to prenatal conditions.,non-causal,causal,Haber
Enteric-formulated lactoferrin was more effectively transported into the blood .,non-causal,causal,semeval
We were arriving after the train had left the station .,non-causal,causal,semeval
"Overall, a higher OPCE score was  associated with better SRH in these 6 Latin American and Caribbean countries;  associations between specific characteristics of patient-centered PC and SRH  differed by country.",non-causal,causal,Haber
Devices like that led to the company being converted to a producer of strategic materials for the Axis powers during World War II .,non-causal,causal,semeval
We did not see variation in the risk of urinary tract infection with the visibility of the urethral meatus among uncircumcised boys.,non-causal,causal,Haber
"Our results indicate that there is an association between low adult socioeconomic
status and increased mortality independent of genetic endowment.",non-causal,causal,Haber
A newspaper consists of just the same number of words whether there be any news in it or not .,non-causal,causal,semeval
"As a consequence , optimization is now viewed as an indispensable tool of the trade for engineers working in many different industries .",non-causal,causal,semeval
"Since KKR bought RJR in February for $ 25 billion of debt, it has agreed to sell nearly $ 5 billion of RJR assets.",non-causal,causal,ctb
A 36 - year - old Australian man died on Friday after falling 150 meters from a ridge in Aoraki / Mt . Cook National Park on New Zealand ’ s South Island . While en route from the drop - off location to the hut he slipped from the ridgeline and fell to his death .,non-causal,causal,esl2
"These findings pose the question: Why has not the nutritional status of children improved, although the living conditions of their  families have significantly improved?",non-causal,causal,Pubmed
"Whitmire questioned why several prisons , including the Estelle unit , stopped searching visitors two months before Comeaux's escape and moved to random pat - downs . Since Comeaux's jailbreak , all visitors and employees at the Estelle prison unit are again subject to mandatory pat - downs , Lyons said .",non-causal,causal,esl2
"To better follow the quality , the company manufactures itself the necessary fabrics , starting from the purchase of the yarn .",non-causal,causal,semeval
Our mercenary Army has now degenerated into a Godless cabal of mindless killers not unlike the Soviets that were butchering civilians in Afghanistan (exactly as sadistically as we have) .,non-causal,causal,semeval
"On the streets of Athens , demonstrators chanted ""Thieves , thieves ! "" as they attempted to break through a riot police cordon guarding Parliament and chased ceremonial guards away from the Tomb of the Unknown Soldier in front of the building .",non-causal,causal,esl2
"Among women consuming a usual diet, physical activity was associated with less weight gain only among women whose BMI was lower than 25.",non-causal,causal,Haber
"Although current consensus guidelines recommend consideration of CT in all TNBC larger than 5\\xa0mm, clinicians should carefully discuss benefit/risk ratio with patients, given the unproven benefits.",non-causal,causal,Pubmed
"The gross proceeds from the sale of the notes, which will be due on Nov. 1, 2004, will be used to reduce existing debt and for general corporate purposes, the company said. The debt reduction is expected to save the Fort Lauderdale, Fla.",non-causal,causal,ctb
"She saved up to 80% on ring binders , lever arch files , box files , folders , manilla wallets , suspension files , plastic wallets and plastic pockets .",non-causal,causal,semeval
The sportsman passed on passion to the younger generation .,non-causal,causal,semeval
Then all the Evil Llamas has cried and a flink of cows has rampaged threw the streets trying to find the person that killed him .,non-causal,causal,semeval
Results of the research raise serious issues related to temporary nursing staff in particular because they already are a substantial and growing part of the health care workforce owing to the national nursing shortage.,non-causal,causal,Press Release
"A  new finding was the independent relationship in plasma between low provitamin A  carotenoids and high MMP-9, suggesting a link between these carotenoids, matrix  turnover and arterial remodelling.",non-causal,causal,Haber
There ' s a crowd of reasons we get the flu in winter .,non-causal,causal,semeval
The beer acts as a great hair of the dog .,non-causal,causal,semeval
N.V. DSM said net income in the third quarter jumped 63 % as the company had substantially lower extraordinary charges to account for a restructuring program.,non-causal,causal,ctb
"If gene-environment interactions involving common genetic variants exist, they are likely of small effect, requiring substantially larger samples for detection.",non-causal,causal,Pubmed
"An earthquake with a magnitude of at least 5 . 9 hit southern Iran on Sunday , killing at least 10 people and injuring many others . The quake was centred near Qeshm Island , home to 200 , 000 people , the U . S . Geological Survey said .",non-causal,causal,esl2
"Now, following asset sales that shrank revenue by more than one-third this year alone, Control Data is flush with cash.",non-causal,causal,ctb
"“ Deputy Ortiz was killed while investigating a shooting in which the defendant was a suspect , ” Cooley said at a news conference at the Bellflower courthouse . “ He was shot in the head and left dying on the ground while his killer ran away and tried to hide .",non-causal,causal,esl2
"Reports on Tuesday morning indicated that a fiber optic cable in the northern part of Egypt had been damaged , resulting in the loss of all telecommunications in Egypt's second largest city of Alexandria and parts of the Nile Delta region . ITNewsAfrica that ""a Telecom Egypt fiber line near Alexandria has been damaged resulting in loss of telecommunications for all three mobile operators . """,non-causal,causal,esl2
"A shocking video released for the first time Thursday captures the moment a Brooklyn mother of 12 was killed in a gang shootout as she picked her daughter up from school . The dramatic footage was shown at the trial of two local toughs charged with killing Zurana Horton , 34 , on Oct . 21 , 2011 .",non-causal,causal,esl2
It provides  both diagnostic and therapeutic value preoperatively and its use should be advocated.,non-causal,causal,Pubmed
Absence of a correlate does  not obviate the need to biopsy suspicious non-mass enhancement.,non-causal,causal,Pubmed
Police have this morning charged him and he will appear before Furness District Magistrates . He has also been charged with animal cruelty after the family dog was discovered dead .,non-causal,causal,esl2
New national study finds boxing injuries on the rise  youth head injury rates also concerning,non-causal,causal,Press Release
These results may aid current strategies for preventing and controlling pediatric hypertension.,non-causal,causal,Pubmed
"The UK economy has come out of recession , after figures showed it had grown by a weaker-than-expected 0 . 1% in the last three months of 2009 .",non-causal,causal,semeval
"The mid-oleic sunflower oil was compared to cottonseed (Gossypium spp . ) oil , the ""Gold Standard"" for frying .",non-causal,causal,semeval
These emotionally wrenching experiences encouraged the volunteers to seek the comradeship of fellow veterans .,non-causal,causal,semeval
"The German Government led by Adolf Hitler and the Nazi Party was responsible for the Holocaust , the killing of approximately 6 million Jews , as well as 2.7 million ethnic Poles , and 4 million others who were deemed `` unworthy of life '' ( including the disabled and mentally ill , Soviet prisoners of war , homosexuals , Freemasons , Jehovah 's Witnesses , and Romani ) as part of a programme of deliberate extermination .",non-causal,causal,altlex
"Slip-blind plates that would have prevented water from pipes being cleaned from leaking into the MIC tanks , had the valves been faulty , were not installed and their installation had been omitted from the cleaning checklist .",non-causal,causal,altlex
"Now that recovery and reconstruction after the tsunami are getting under way , we want to see people move into their new homes , communities resume their livelihoods and children back into their rebuilt schools .",non-causal,causal,semeval
"Previous research has shown that patients without a consistent primary care physician (PCP) have worse outcomes than those who do, but little is known about why this is true.",non-causal,causal,Press Release
It was a significant environmental hazard in the copper smelting process when the emissions were released into the atmosphere .,non-causal,causal,semeval
"Robert Mellor, Di Giorgio's executive vice president, said the company stands to reap more money through the sale of individual units to others than by accepting DIG's offer.",non-causal,causal,ctb
"A powerful 6 . 1 - magnitude earthquake strikes the northern Indonesian province of Aceh , killing at least three people and injuring dozens more across the affected region . The epicenter was situated 55 kilometers ( 34 miles ) west of the town of Bireun on the western tip of Sumatra Island .",non-causal,causal,esl2
The regiment is composed of ten battalions of 400 heavy infantry and 50 light infantry each plus an extra unit of 1000 pikemen and 500 extra light infantry .,non-causal,causal,semeval
This suggests that obese patients with symptomatic lumbar spinal stenosis may require longer to recover after decompression but can  expect to reach equivalent outcomes of similarly treated patients with BMI\\xa0<30.,non-causal,causal,Pubmed
"After controlling for such factors, GWG was generally unassociated with child development.",non-causal,causal,Haber
Making a slow cook turkey in the crock pot is pretty similar to making one in the oven .,non-causal,causal,semeval
The drill enables the dentist to accomplish these procedures quickly and reduces the trauma to oral tissues .,non-causal,causal,semeval
"Regression analyses showed that realistically pessimistic
(vs. unrealistically optimistic) expectations predicted significantly fewer depressive symptoms and a lower risk of death",non-causal,causal,Haber
"Prime Minister Benjamin Netanyahu told his Cabinet on Sunday that Israel was willing to withdraw from southern Lebanon provided Israel's northern frontier could be secured. "" If the Lebanese government will cooperate with us in making appropriate security arrangements in south Lebanon, we will be happy to get out of Lebanon in the framework of implementation of U.N. Resolution 425, "" Netanyahu told his ministers.",non-causal,causal,ctb
Sunflower oil is obtained by extracting oil from sunflower seeds .,non-causal,causal,semeval
The tourist Island of Qeshm on the Persian Gulf and seven of its villages were most strongly affected by the quake .,non-causal,causal,esl2
Perinatal depression was frequent and associated with febrile illness in the offspring.,non-causal,causal,Haber
Panic attacks linked to heart disease and heart attacks .,non-causal,causal,semeval
"Among inpatients with AMI, the lowest mortality was observed in those
with postadmission serum potassium levels between 3.5 and 4.5 mEq/L compared
with those who had higher or lower potassium levels.",non-causal,causal,Haber
Sacked worker shoots ex - colleagues,non-causal,causal,esl2
"To heighten that translucent effect , the executive offices have been placed in the middle of the building , while underlings , with their open-plan work stations , get to enjoy breathtaking views over the Hudson .",non-causal,causal,semeval
However several problems were pointed out during the course of this feasibility study .,non-causal,causal,semeval
"Second, the present study only weakly corroborated a previous characterization of the effects of ingroup cohesion upon intergroup biases.",non-causal,causal,Ssc
This is a manageable condition that develops weeks to years following breast reconstruction.,non-causal,causal,Pubmed
"Light is composed of particles or corpuscles , which are refracted by accelerating into a denser medium .",non-causal,causal,semeval
"However this remains an unsubstantiated claim . After the tragic death of the three workers made the round of Athens , new clashes started to spread in the Greek capital , with a large crowd gathered outside the burned bank when Marfin's boss tried to visit the site .",non-causal,causal,esl2
"Using Campbell's (1958) concept of `entitativity', they also assume that the competitive discontinuity between individuals and groups is greater the more members Discontinuity or reciprocity?",non-causal,causal,Ssc
"According to a government official involved in the inquiry, the information reviewed by the Ethics Committee also included an analysis by federal investigators showing that during the period in which Chang claimed to have made numerous cash payments to Torricelli, the senator spent thousands of dollars more in cash than investigators could account for from his bank withdrawals and other known sources of income.",non-causal,causal,because
Highlights Many patients with a common kidney disease called IgA nephropathy who had normal kidney function and only minor urinary abnormalities at the time of diagnosis experienced remission without special treatments.,non-causal,causal,Press Release
High-normal TSH (3.0 mIU/L) and lower TSH (<0.5 mIU/L) levels were associated with higher death risk,non-causal,causal,Haber
Editor resigns from student newspaper after publication of controversial cartoon .,non-causal,causal,semeval
First Nations and Inuit infants had substantially elevated burdens of hospitalizations as a result of diseases of multiple systems.,non-causal,causal,Haber
"Despite treatment advances, stroke is still a leading cause of death and disability, with older age and impaired intellectual capacity (cognitive function) before a stroke associated with higher risks of death and disability afterwards.",non-causal,causal,Press Release
